2015-05-22 09:51:09 	189.0 	0.6
2015-05-22 09:51:11 	125.0 	0.3
2015-05-22 09:51:13 	150.0 	0.3
2015-05-22 09:51:15 	187.0 	0.6
2015-05-22 09:51:17 	99.0 	0.3
2015-05-22 09:51:19 	180.0 	0.6
2015-05-22 09:51:21 	167.0 	0.6
2015-05-22 09:51:23 	151.0 	0.6
2015-05-22 09:51:25 	171.0 	0.6
2015-05-22 09:51:27 	194.0 	0.6
2015-05-22 09:51:29 	181.0 	0.6
2015-05-22 09:51:31 	51.0 	0.0
2015-05-22 09:51:33 	99.0 	0.3
2015-05-22 09:51:35 	85.0 	0.3
2015-05-22 09:51:37 	63.0 	0.3
2015-05-22 09:51:39 	179.0 	0.6
2015-05-22 09:51:41 	160.0 	0.6
2015-05-22 09:51:43 	195.0 	0.6
2015-05-22 09:51:45 	189.0 	0.6
2015-05-22 09:51:47 	193.0 	0.6
2015-05-22 09:51:49 	151.0 	0.6
2015-05-22 09:51:51 	163.0 	0.6
2015-05-22 09:51:53 	59.0 	0.0
2015-05-22 09:51:55 	100.0 	0.3
2015-05-22 09:51:57 	185.0 	0.6
2015-05-22 09:51:59 	184.0 	0.6
2015-05-22 09:52:01 	163.0 	0.6
2015-05-22 09:52:03 	83.0 	0.3
2015-05-22 09:52:05 	175.0 	0.6
2015-05-22 09:52:07 	57.0 	0.0
2015-05-22 09:52:09 	99.0 	0.3
2015-05-22 09:52:11 	138.0 	0.3
2015-05-22 09:52:13 	52.0 	0.0
2015-05-22 09:52:15 	120.0 	0.3
2015-05-22 09:52:17 	97.0 	0.3
2015-05-22 09:52:19 	148.0 	0.3
2015-05-22 09:52:21 	177.0 	0.6
2015-05-22 09:52:23 	144.0 	0.3
2015-05-22 09:52:25 	173.0 	0.6
2015-05-22 09:52:27 	187.0 	0.6
2015-05-22 09:52:29 	53.0 	0.0
2015-05-22 09:52:31 	147.0 	0.3
